Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
2024-07-06 11:41:00,11:41:00,CNR3621656445,Driver Not Found,CID763535,Uber Go,JP Nagar,Ulsoor,,,,,,,362,,35,,
2024-07-06 11:41:00,11:41:00,CNR8290105457,Success,CID438141,Uber Premier,Marathahalli,JP Nagar,78.0,79.0,,,No,,734,Credit Card,8,4.0,4.2
2024-07-06 11:41:00,11:41:00,CNR3010861238,Canceled by Driver,CID317375,Prime Plus,RT Nagar,RT Nagar,,,,Driver asked to cancel,,,520,,21,,
2024-07-06 11:41:00,11:41:00,CNR8628189191,Success,CID868033,Prime SUV,Marathahalli,Richmond Town,73.0,103.0,,,No,,857,Credit Card,2,4.7,3.8
2024-07-06 11:42:00,11:42:00,CNR8977489380,Canceled by Driver,CID300405,Mini,Chamarajpet,Hennur,,,,The driver was not moving towards pickup,,,425,,2,,
2024-07-06 11:42:00,11:42:00,CNR9135742295,Success,CID878010,Mini,MG Road,Ulsoor,58.0,24.0,,,No,,1079,Cash,29,3.9,3.2
2024-07-06 11:42:00,11:42:00,CNR8037442581,Success,CID803007,Mini,Marathahalli,BTM Layout,190.0,111.0,,,No,,380,Wallet,15,4.2,3.5
2024-07-06 11:43:00,11:43:00,CNR1604802941,Driver Not Found,CID365577,Uber Go,Richmond Town,Magadi Road,,,,,,,256,,47,,
2024-07-06 11:44:00,11:44:00,CNR3771852348,Success,CID232545,Sedan,Richmond Town,RT Nagar,194.0,116.0,,,No,,178,Wallet,35,3.3,4.5
2024-07-06 11:45:00,11:45:00,CNR5927549349,Canceled by Customer,CID684617,Uber Go,Indiranagar,Magadi Road,,,Change of plans,,,,187,,37,,
2024-07-06 11:45:00,11:45:00,CNR6556776491,Success,CID789844,Sedan,Varthur,HSR Layout,280.0,55.0,,,No,,679,UPI,33,4.2,4.3
2024-07-06 11:45:00,11:45:00,CNR5571333545,Success,CID626853,eBike,Varthur,Whitefield,57.0,136.0,,,No,,998,UPI,14,3.7,3.6
2024-07-06 11:45:00,11:45:00,CNR5788477453,Success,CID817284,Bike,Chamarajpet,Electronic City,80.0,121.0,,,No,,351,Wallet,33,4.7,3.5
2024-07-06 11:46:00,11:46:00,CNR1592903039,Success,CID868439,Uber Premier,MG Road,Tumkur Road,88.0,147.0,,,No,,388,Debit Card,48,4.4,3.2
2024-07-06 11:46:00,11:46:00,CNR5530608796,Driver Not Found,CID401196,Uber Go,Chamarajpet,Chamarajpet,,,,,,,582,,19,,
2024-07-06 11:46:00,11:46:00,CNR3036065710,Canceled by Customer,CID773474,Prime Sedan,Magadi Road,JP Nagar,,,AC not working,,,,358,,2,,
2024-07-06 11:46:00,11:46:00,CNR4443663777,Canceled by Driver,CID978296,Prime SUV,Tumkur Road,Jayanagar,,,,Personal & Car related issue,,,344,,24,,
2024-07-06 11:47:00,11:47:00,CNR3172101816,Success,CID176446,Prime Plus,Magadi Road,BTM Layout,147.0,14.0,,,Yes,Technical issue,311,Credit Card,24,4.2,4.7
2024-07-06 11:48:00,11:48:00,CNR4958334164,Success,CID364912,Uber Premier,Tumkur Road,Varthur,102.0,14.0,,,No,,1016,Debit Card,36,4.4,4.2
2024-07-06 11:49:00,11:49:00,CNR2885707867,Canceled by Driver,CID104337,Mini,Koramangala,Bannerghatta Road,,,,The driver was not moving towards pickup,,,643,,1,,
2024-07-06 11:49:00,11:49:00,CNR9324821874,Success,CID857592,Bike,Ulsoor,Electronic City,167.0,51.0,,,No,,1036,Cash,42,3.9,3.8
2024-07-06 11:49:00,11:49:00,CNR1720343528,Success,CID806289,Bike,BTM Layout,Magadi Road,55.0,59.0,,,No,,769,UPI,11,3.0,2.5
2024-07-06 11:49:00,11:49:00,CNR9017225496,Driver Not Found,CID521781,Bike,Chamarajpet,Tumkur Road,,,,,,,1761,,47,,
2024-07-06 11:49:00,11:49:00,CNR8090328885,Success,CID155730,Prime SUV,Richmond Town,Jayanagar,251.0,40.0,,,No,,587,Cash,8,4.5,4.1
2024-07-06 11:49:00,11:49:00,CNR3242033652,Success,CID458728,eBike,Indiranagar,Whitefield,155.0,31.0,,,No,,230,Debit Card,27,4.2,3.9
2024-07-06 11:50:00,11:50:00,CNR7973260885,Success,CID391265,Sedan,Electronic City,BTM Layout,219.0,84.0,,,No,,189,UPI,41,4.0,3.6
2024-07-06 11:50:00,11:50:00,CNR6440142080,Success,CID112986,Prime Plus,Yeshwanthpur,Rajajinagar,121.0,26.0,,,No,,2679,Wallet,1,4.5,4.0
2024-07-06 11:51:00,11:51:00,CNR7019585900,Canceled by Driver,CID404691,Uber Go,RT Nagar,Tumkur Road,,,,Vehicle breakdown,,,381,,35,,
2024-07-06 11:51:00,11:51:00,CNR4106934167,Success,CID223094,Prime SUV,Richmond Town,BTM Layout,93.0,85.0,,,No,,705,Wallet,30,3.5,3.2
2024-07-06 11:52:00,11:52:00,CNR1312318361,Canceled by Driver,CID197502,Uber Go,Chamarajpet,Koramangala,,,,The driver was not moving towards pickup,,,268,,27,,
2024-07-06 11:52:00,11:52:00,CNR2820914626,Success,CID161221,Sedan,Yeshwanthpur,Marathahalli,230.0,58.0,,,No,,163,Credit Card,33,3.6,4.6
2024-07-06 11:52:00,11:52:00,CNR3772769595,Canceled by Customer,CID895023,Uber Premier,Bannerghatta Road,JP Nagar,,,Wrong address,,,,1510,,11,,
2024-07-06 11:52:00,11:52:00,CNR4338905325,Success,CID637063,Prime Sedan,Hennur,Jayanagar,221.0,13.0,,,No,,1334,UPI,23,4.7,4.4
2024-07-06 11:54:00,11:54:00,CNR7938094435,Success,CID756387,Auto,Tumkur Road,Bannerghatta Road,132.0,32.0,,,No,,293,UPI,17,3.5,4.8
2024-07-06 11:54:00,11:54:00,CNR6910722499,Success,CID829865,Sedan,Hennur,Electronic City,46.0,124.0,,,No,,517,UPI,33,4.2,3.9
2024-07-06 11:54:00,11:54:00,CNR5923849966,Canceled by Driver,CID815304,Prime Plus,Koramangala,Chamarajpet,,,,Vehicle breakdown,,,264,,28,,
2024-07-06 11:54:00,11:54:00,CNR4630233773,Success,CID222268,eBike,Marathahalli,Richmond Town,70.0,83.0,,,No,,109,UPI,1,4.0,4.3
2024-07-06 11:54:00,11:54:00,CNR7129243069,Success,CID747701,Bike,Ulsoor,Rajajinagar,120.0,79.0,,,No,,1566,UPI,43,4.0,4.5
2024-07-06 11:55:00,11:55:00,CNR2157235731,Canceled by Driver,CID634047,Sedan,Electronic City,BTM Layout,,,,Personal & Car related issue,,,1937,,29,,
2024-07-06 11:57:00,11:57:00,CNR7577948836,Success,CID474519,eBike,Marathahalli,MG Road,98.0,121.0,,,No,,362,UPI,12,4.0,4.0
2024-07-06 11:57:00,11:57:00,CNR9172313329,Success,CID435616,eBike,Chamarajpet,JP Nagar,177.0,81.0,,,No,,269,UPI,35,4.2,4.4
2024-07-06 11:57:00,11:57:00,CNR3185718368,Success,CID731120,Prime SUV,BTM Layout,Marathahalli,34.0,38.0,,,No,,205,UPI,11,4.0,3.8
2024-07-06 11:57:00,11:57:00,CNR9159653706,Success,CID817116,Auto,Bannerghatta Road,Jayanagar,36.0,50.0,,,No,,512,UPI,14,4.4,4.0
2024-07-06 11:58:00,11:58:00,CNR7145407752,Canceled by Driver,CID610095,Uber Go,Hennur,MG Road,,,,Driver asked to cancel,,,532,,33,,
2024-07-06 11:58:00,11:58:00,CNR3242111655,Success,CID355339,Mini,Koramangala,RT Nagar,156.0,106.0,,,No,,347,Cash,44,4.0,3.7
2024-07-06 11:58:00,11:58:00,CNR7695920691,Success,CID507569,Auto,Hennur,Marathahalli,232.0,71.0,,,No,,560,Cash,31,3.4,3.3
2024-07-06 11:59:00,11:59:00,CNR8391776077,Success,CID736679,Bike,Marathahalli,Bannerghatta Road,152.0,126.0,,,No,,504,UPI,12,4.3,4.1
2024-07-06 12:00:00,12:00:00,CNR9425569397,Canceled by Customer,CID872473,Bike,Koramangala,Richmond Town,,,Driver is not moving,,,,340,,19,,
2024-07-06 12:01:00,12:01:00,CNR7761423970,Success,CID101589,Prime Sedan,JP Nagar,Ulsoor,39.0,92.0,,,Yes,Vehicle breakdown,158,UPI,39,4.3,4.0
2024-07-06 12:02:00,12:02:00,CNR8706731461,Success,CID502631,Uber Premier,Chamarajpet,Electronic City,55.0,15.0,,,No,,844,Credit Card,22,3.5,4.0
2024-07-06 12:02:00,12:02:00,CNR6366780524,Success,CID358373,Auto,RT Nagar,Bannerghatta Road,98.0,117.0,,,No,,776,UPI,39,3.7,3.9
2024-07-06 12:02:00,12:02:00,CNR5363068675,Success,CID224875,Prime Plus,HSR Layout,Magadi Road,165.0,13.0,,,No,,344,UPI,38,4.2,4.2
2024-07-06 12:03:00,12:03:00,CNR1713458479,Canceled by Customer,CID241033,Sedan,Koramangala,Yeshwanthpur,,,Change of plans,,,,1801,,16,,
2024-07-06 12:04:00,12:04:00,CNR3117434488,Canceled by Driver,CID480776,Sedan,Magadi Road,Bannerghatta Road,,,,Wrong Address,,,187,,12,,
2024-07-06 12:04:00,12:04:00,CNR8887301950,Success,CID365751,Auto,Koramangala,Chamarajpet,36.0,10.0,,,Yes,Customer demand,669,Credit Card,25,4.0,4.3
2024-07-06 12:05:00,12:05:00,CNR8053424574,Canceled by Driver,CID576030,Sedan,Vijayanagar,Chamarajpet,,,,Wrong Address,,,454,,20,,
2024-07-06 12:05:00,12:05:00,CNR4129947493,Success,CID117019,Uber Premier,Ulsoor,Koramangala,63.0,63.0,,,No,,285,Cash,35,3.2,4.9
2024-07-06 12:08:00,12:08:00,CNR1489704112,Canceled by Customer,CID223090,eBike,Indiranagar,Bannerghatta Road,,,Driver is not moving,,,,814,,10,,
2024-07-06 12:08:00,12:08:00,CNR3975675107,Canceled by Driver,CID329629,eBike,RT Nagar,Marathahalli,,,,Wrong Address,,,346,,34,,
2024-07-06 12:08:00,12:08:00,CNR4903072087,Canceled by Driver,CID134960,Uber Premier,Richmond Town,Indiranagar,,,,Driver asked to cancel,,,197,,45,,
2024-07-06 12:08:00,12:08:00,CNR2774400744,Success,CID297233,Prime Plus,BTM Layout,JP Nagar,65.0,137.0,,,No,,864,UPI,24,4.4,3.6
2024-07-06 12:08:00,12:08:00,CNR6189650742,Canceled by Driver,CID818585,Uber Go,Jayanagar,BTM Layout,,,,Vehicle breakdown,,,1111,,33,,
2024-07-06 12:10:00,12:10:00,CNR9826936981,Canceled by Driver,CID110518,Auto,Bannerghatta Road,RT Nagar,,,,Wrong Address,,,773,,37,,
2024-07-06 12:10:00,12:10:00,CNR3458565008,Success,CID446662,Uber Go,BTM Layout,Koramangala,69.0,45.0,,,No,,342,Credit Card,49,5.0,3.4
2024-07-06 12:10:00,12:10:00,CNR7891635368,Success,CID683568,Mini,Yeshwanthpur,Indiranagar,138.0,96.0,,,No,,1198,UPI,0,4.2,4.6
2024-07-06 12:11:00,12:11:00,CNR3133937728,Canceled by Driver,CID318321,Uber Go,Rajajinagar,Richmond Town,,,,Driver asked to cancel,,,244,,28,,
2024-07-06 12:11:00,12:11:00,CNR6694434838,Canceled by Customer,CID173808,eBike,RT Nagar,Magadi Road,,,Wrong address,,,,217,,44,,
2024-07-06 12:11:00,12:11:00,CNR2899523289,Canceled by Customer,CID995597,Mini,Sahakar Nagar,JP Nagar,,,Change of plans,,,,250,,31,,
2024-07-06 12:12:00,12:12:00,CNR7463566367,Success,CID635325,Uber Premier,RT Nagar,Marathahalli,199.0,42.0,,,No,,417,Cash,28,4.2,4.0
2024-07-06 12:12:00,12:12:00,CNR7124449327,Canceled by Driver,CID357357,Prime Plus,Magadi Road,Yeshwanthpur,,,,Personal & Car related issue,,,1411,,17,,
2024-07-06 12:13:00,12:13:00,CNR7416739003,Success,CID662175,Mini,Vijayanagar,HSR Layout,180.0,82.0,,,No,,311,UPI,20,4.1,4.5
2024-07-06 12:14:00,12:14:00,CNR9944844630,Success,CID473971,Sedan,Hennur,Bannerghatta Road,275.0,104.0,,,No,,997,Credit Card,43,4.5,2.7
2024-07-06 12:14:00,12:14:00,CNR5155242205,Canceled by Driver,CID592018,Uber Premier,Bannerghatta Road,BTM Layout,,,,Wrong Address,,,461,,50,,
2024-07-06 12:15:00,12:15:00,CNR4146498179,Canceled by Driver,CID294110,Bike,BTM Layout,Hennur,,,,Driver asked to cancel,,,350,,20,,
2024-07-06 12:15:00,12:15:00,CNR1694943691,Success,CID898348,Auto,Koramangala,BTM Layout,218.0,70.0,,,No,,1406,UPI,27,4.7,4.6
2024-07-06 12:16:00,12:16:00,CNR1079700007,Success,CID150601,Auto,Electronic City,Whitefield,215.0,136.0,,,No,,357,Wallet,27,3.7,3.3
2024-07-06 12:16:00,12:16:00,CNR3881033785,Success,CID363389,Bike,Yeshwanthpur,HSR Layout,38.0,22.0,,,No,,1011,Wallet,4,5.0,4.1
2024-07-06 12:16:00,12:16:00,CNR8361512667,Canceled by Customer,CID142393,Uber Go,Jayanagar,MG Road,,,Wrong address,,,,446,,37,,
2024-07-06 12:17:00,12:17:00,CNR2027345617,Canceled by Customer,CID751732,Bike,Koramangala,BTM Layout,,,Driver is not moving,,,,577,,26,,
2024-07-06 12:17:00,12:17:00,CNR7332631999,Canceled by Customer,CID863312,Mini,Indiranagar,Chamarajpet,,,Change of plans,,,,509,,21,,
2024-07-06 12:17:00,12:17:00,CNR8165003164,Canceled by Driver,CID132719,Prime Plus,Electronic City,Jayanagar,,,,The driver was not moving towards pickup,,,793,,27,,
2024-07-06 12:17:00,12:17:00,CNR3420880354,Canceled by Driver,CID277023,Bike,Tumkur Road,Bannerghatta Road,,,,The driver was not moving towards pickup,,,1003,,26,,
2024-07-06 12:18:00,12:18:00,CNR5700395480,Canceled by Driver,CID337322,Mini,Hennur,JP Nagar,,,,Wrong Address,,,637,,47,,
2024-07-06 12:19:00,12:19:00,CNR4626776175,Canceled by Customer,CID693233,Bike,BTM Layout,BTM Layout,,,Long wait time,,,,722,,12,,
2024-07-06 12:19:00,12:19:00,CNR2861701320,Canceled by Driver,CID813130,Prime Plus,HSR Layout,Yeshwanthpur,,,,Wrong Address,,,927,,44,,
2024-07-06 12:20:00,12:20:00,CNR9718746137,Success,CID997754,Uber Premier,RT Nagar,MG Road,267.0,78.0,,,No,,810,Cash,31,4.3,4.5
2024-07-06 12:21:00,12:21:00,CNR6140460952,Success,CID296705,Prime Plus,Richmond Town,Tumkur Road,69.0,69.0,,,No,,311,UPI,49,4.9,4.3
2024-07-06 12:21:00,12:21:00,CNR7647050299,Driver Not Found,CID594842,Uber Go,Hennur,JP Nagar,,,,,,,369,,26,,
2024-07-06 12:21:00,12:21:00,CNR7362113645,Driver Not Found,CID628260,Prime Sedan,RT Nagar,Tumkur Road,,,,,,,574,,26,,
2024-07-06 12:22:00,12:22:00,CNR5172178278,Success,CID371932,Prime Plus,Magadi Road,BTM Layout,74.0,15.0,,,No,,1692,Cash,45,3.8,4.5
2024-07-06 12:22:00,12:22:00,CNR6940307085,Success,CID941076,Sedan,Yeshwanthpur,Varthur,206.0,142.0,,,No,,289,Wallet,20,5.0,4.1
2024-07-06 12:22:00,12:22:00,CNR3752089263,Success,CID193866,Auto,Rajajinagar,Indiranagar,173.0,139.0,,,No,,558,UPI,26,4.3,3.1
2024-07-06 12:22:00,12:22:00,CNR5352487977,Canceled by Driver,CID788474,Sedan,Chamarajpet,JP Nagar,,,,Driver asked to cancel,,,456,,8,,
2024-07-06 12:23:00,12:23:00,CNR6903094712,Canceled by Customer,CID320947,Mini,Jayanagar,Varthur,,,Change of plans,,,,620,,15,,
2024-07-06 12:23:00,12:23:00,CNR8088172580,Success,CID899255,Bike,Indiranagar,Rajajinagar,242.0,147.0,,,No,,550,UPI,1,4.4,4.9
2024-07-06 12:23:00,12:23:00,CNR5075404156,Canceled by Driver,CID963351,eBike,Bannerghatta Road,JP Nagar,,,,Vehicle breakdown,,,582,,48,,
2024-07-06 12:24:00,12:24:00,CNR9065105348,Success,CID392643,Prime Plus,Ulsoor,Ulsoor,202.0,133.0,,,No,,162,Cash,24,3.5,4.3
2024-07-06 12:27:00,12:27:00,CNR5421369220,Driver Not Found,CID473098,Uber Premier,Electronic City,Varthur,,,,,,,410,,30,,
2024-07-06 12:27:00,12:27:00,CNR9553418774,Success,CID699422,Uber Go,Yeshwanthpur,RT Nagar,247.0,109.0,,,No,,639,UPI,18,3.9,4.0
2024-07-06 12:28:00,12:28:00,CNR2381194331,Success,CID896855,Mini,Marathahalli,BTM Layout,254.0,138.0,,,Yes,Other,1366,Cash,34,4.2,3.9
2024-07-06 12:28:00,12:28:00,CNR7261540964,Success,CID890615,Uber Premier,Koramangala,Ulsoor,91.0,28.0,,,No,,746,UPI,30,3.4,4.0
2024-07-06 12:28:00,12:28:00,CNR7047291585,Success,CID119593,Prime Sedan,Sahakar Nagar,BTM Layout,33.0,80.0,,,No,,329,UPI,35,4.4,4.2
2024-07-06 12:29:00,12:29:00,CNR6382146633,Success,CID287163,Uber Premier,RT Nagar,Koramangala,80.0,98.0,,,No,,382,Credit Card,0,4.1,3.8
2024-07-06 12:29:00,12:29:00,CNR2181123480,Success,CID449007,Uber Go,Ulsoor,Tumkur Road,23.0,31.0,,,No,,929,Cash,10,3.9,4.6
2024-07-06 12:29:00,12:29:00,CNR5111370315,Driver Not Found,CID558140,Prime SUV,Marathahalli,Koramangala,,,,,,,486,,22,,
2024-07-06 12:30:00,12:30:00,CNR9162243481,Driver Not Found,CID464953,Bike,Rajajinagar,Whitefield,,,,,,,1700,,33,,
2024-07-06 12:30:00,12:30:00,CNR6845573170,Success,CID424431,eBike,Magadi Road,Ulsoor,34.0,74.0,,,No,,209,Cash,20,4.9,4.0
2024-07-06 12:31:00,12:31:00,CNR6542091179,Driver Not Found,CID223792,Uber Premier,Magadi Road,Vijayanagar,,,,,,,829,,44,,
2024-07-06 12:31:00,12:31:00,CNR2160508616,Canceled by Customer,CID202182,Mini,Electronic City,Whitefield,,,AC not working,,,,1006,,46,,
2024-07-06 12:31:00,12:31:00,CNR9639229633,Success,CID170320,eBike,MG Road,BTM Layout,75.0,97.0,,,No,,518,UPI,15,4.9,3.7
2024-07-06 12:32:00,12:32:00,CNR3967832212,Driver Not Found,CID516284,Sedan,Bannerghatta Road,Koramangala,,,,,,,352,,13,,
2024-07-06 12:32:00,12:32:00,CNR5093213376,Success,CID125837,Uber Premier,Vijayanagar,Hennur,271.0,149.0,,,No,,1210,UPI,46,4.4,3.7
2024-07-06 12:34:00,12:34:00,CNR5756026795,Success,CID359733,eBike,Electronic City,Sahakar Nagar,246.0,100.0,,,No,,163,UPI,32,4.1,3.5
2024-07-06 12:34:00,12:34:00,CNR8536722441,Success,CID829287,Uber Premier,Varthur,RT Nagar,68.0,51.0,,,No,,474,Wallet,20,4.0,4.6
2024-07-06 12:35:00,12:35:00,CNR8176138088,Success,CID681167,Uber Premier,Magadi Road,Indiranagar,106.0,17.0,,,No,,939,Credit Card,23,4.4,4.2
2024-07-06 12:35:00,12:35:00,CNR7799554534,Success,CID767213,Sedan,JP Nagar,Yeshwanthpur,139.0,120.0,,,No,,271,UPI,21,4.1,4.4
2024-07-06 12:36:00,12:36:00,CNR8658701278,Success,CID217931,Prime SUV,Chamarajpet,Ulsoor,227.0,48.0,,,No,,665,UPI,49,3.9,3.1
2024-07-06 12:37:00,12:37:00,CNR2170733907,Success,CID831773,Bike,Whitefield,Vijayanagar,46.0,45.0,,,No,,123,UPI,8,4.3,4.5
2024-07-06 12:37:00,12:37:00,CNR6444933261,Canceled by Customer,CID459754,Sedan,Hennur,BTM Layout,,,Long wait time,,,,393,,8,,
2024-07-06 12:37:00,12:37:00,CNR4486218742,Success,CID296243,eBike,MG Road,Varthur,273.0,65.0,,,No,,263,Credit Card,37,4.9,3.8
2024-07-06 12:37:00,12:37:00,CNR5656034323,Driver Not Found,CID737614,Mini,Richmond Town,Vijayanagar,,,,,,,341,,44,,
2024-07-06 12:38:00,12:38:00,CNR6968994215,Canceled by Driver,CID176810,Bike,Yeshwanthpur,Koramangala,,,,Personal & Car related issue,,,447,,36,,
2024-07-06 12:38:00,12:38:00,CNR8254050843,Success,CID837074,Uber Go,JP Nagar,Yeshwanthpur,158.0,35.0,,,No,,772,Credit Card,12,4.3,3.7
2024-07-06 12:38:00,12:38:00,CNR2170589158,Success,CID594256,Auto,Chamarajpet,Vijayanagar,52.0,89.0,,,No,,167,Debit Card,29,4.6,4.7
2024-07-06 12:38:00,12:38:00,CNR9527163804,Success,CID802772,Bike,Sahakar Nagar,Sahakar Nagar,40.0,105.0,,,No,,346,Cash,45,4.2,3.8
2024-07-06 12:39:00,12:39:00,CNR9810596674,Success,CID970470,Prime Sedan,Hennur,Jayanagar,26.0,85.0,,,No,,805,Wallet,22,4.1,4.2
2024-07-06 12:39:00,12:39:00,CNR3074832789,Success,CID407106,Bike,HSR Layout,Hennur,203.0,46.0,,,No,,381,Credit Card,9,4.3,3.1
2024-07-06 12:40:00,12:40:00,CNR3700748241,Success,CID560551,Prime SUV,MG Road,Richmond Town,258.0,107.0,,,Yes,Technical issue,463,UPI,17,4.3,4.2
2024-07-06 12:41:00,12:41:00,CNR4760756339,Success,CID523039,Sedan,Marathahalli,Varthur,34.0,131.0,,,No,,698,UPI,14,4.0,3.9
2024-07-06 12:41:00,12:41:00,CNR3060093628,Success,CID694858,eBike,Tumkur Road,Sahakar Nagar,218.0,94.0,,,No,,311,Cash,9,4.0,4.2
2024-07-06 12:42:00,12:42:00,CNR5317624621,Success,CID413947,Prime Sedan,Richmond Town,MG Road,43.0,128.0,,,No,,551,Credit Card,28,4.6,3.9
2024-07-06 12:42:00,12:42:00,CNR9432229659,Success,CID853592,Uber Premier,BTM Layout,Ulsoor,149.0,119.0,,,Yes,Vehicle breakdown,663,UPI,34,4.7,3.5
2024-07-06 12:42:00,12:42:00,CNR1875052144,Success,CID974910,Sedan,Marathahalli,Electronic City,147.0,54.0,,,No,,1032,Wallet,41,4.4,4.6
2024-07-06 12:43:00,12:43:00,CNR3581731087,Success,CID784665,Uber Premier,Chamarajpet,Sahakar Nagar,232.0,131.0,,,No,,953,Wallet,20,4.2,4.1
2024-07-06 12:44:00,12:44:00,CNR2272582114,Success,CID672238,Prime Plus,Sahakar Nagar,Hennur,62.0,47.0,,,No,,468,Credit Card,7,4.5,4.7
2024-07-06 12:44:00,12:44:00,CNR8842424240,Success,CID579715,eBike,Electronic City,Richmond Town,132.0,86.0,,,No,,1501,UPI,15,3.8,3.5
2024-07-06 12:44:00,12:44:00,CNR9330221676,Success,CID623991,Mini,Electronic City,MG Road,231.0,23.0,,,No,,1213,Cash,13,5.0,4.4
2024-07-06 12:45:00,12:45:00,CNR6799257097,Success,CID509485,Prime SUV,RT Nagar,Varthur,84.0,53.0,,,No,,215,UPI,28,4.3,4.6
2024-07-06 12:46:00,12:46:00,CNR3933280557,Success,CID142732,Sedan,Richmond Town,Marathahalli,200.0,107.0,,,No,,491,Cash,3,4.3,4.5
2024-07-06 12:47:00,12:47:00,CNR2024906077,Success,CID632111,Prime Sedan,BTM Layout,Rajajinagar,115.0,39.0,,,No,,388,Credit Card,14,4.8,3.7
2024-07-06 12:47:00,12:47:00,CNR1727285115,Success,CID653269,eBike,Ulsoor,MG Road,180.0,105.0,,,No,,165,Cash,17,4.2,2.7
2024-07-06 12:48:00,12:48:00,CNR7601426197,Success,CID642151,Auto,Sahakar Nagar,Sahakar Nagar,244.0,130.0,,,No,,1283,Cash,24,3.6,3.0
2024-07-06 12:49:00,12:49:00,CNR9632506250,Canceled by Driver,CID800904,Prime SUV,JP Nagar,Indiranagar,,,,Personal & Car related issue,,,783,,31,,
2024-07-06 12:50:00,12:50:00,CNR2632213405,Canceled by Driver,CID538044,Sedan,BTM Layout,Electronic City,,,,The driver was not moving towards pickup,,,899,,27,,
2024-07-06 12:50:00,12:50:00,CNR4069596028,Canceled by Customer,CID431929,Mini,MG Road,BTM Layout,,,Driver is not moving,,,,1433,,12,,
2024-07-06 12:50:00,12:50:00,CNR2469852454,Success,CID168369,Mini,Indiranagar,JP Nagar,75.0,108.0,,,Yes,Vehicle breakdown,895,UPI,24,4.4,4.5
2024-07-06 12:50:00,12:50:00,CNR5443102235,Success,CID481935,Prime Plus,BTM Layout,Hennur,87.0,22.0,,,No,,395,Debit Card,32,3.9,3.2
2024-07-06 12:51:00,12:51:00,CNR9976891535,Success,CID130844,Bike,Chamarajpet,Richmond Town,241.0,101.0,,,No,,2766,UPI,47,4.2,3.4
2024-07-06 12:51:00,12:51:00,CNR5351559573,Driver Not Found,CID349053,Prime Plus,Vijayanagar,Jayanagar,,,,,,,490,,26,,
2024-07-06 12:51:00,12:51:00,CNR4398284695,Success,CID499976,Prime Plus,Koramangala,Magadi Road,143.0,117.0,,,No,,158,UPI,6,4.4,3.8
2024-07-06 12:52:00,12:52:00,CNR4180955769,Success,CID534461,Bike,Indiranagar,Koramangala,25.0,112.0,,,No,,466,Cash,42,4.1,3.7
2024-07-06 12:52:00,12:52:00,CNR4760932988,Canceled by Driver,CID990718,Prime SUV,Electronic City,Marathahalli,,,,Wrong Address,,,1338,,45,,
2024-07-06 12:53:00,12:53:00,CNR2826606511,Canceled by Driver,CID119643,Uber Go,Magadi Road,HSR Layout,,,,The driver was not moving towards pickup,,,649,,29,,
2024-07-06 12:53:00,12:53:00,CNR5458032016,Success,CID844236,Uber Go,BTM Layout,Magadi Road,103.0,134.0,,,No,,954,UPI,30,4.1,3.6
2024-07-06 12:53:00,12:53:00,CNR7537401080,Success,CID913899,eBike,Whitefield,Koramangala,245.0,108.0,,,No,,251,Debit Card,7,4.2,4.1
2024-07-06 12:53:00,12:53:00,CNR8409612884,Canceled by Driver,CID340757,Mini,Rajajinagar,JP Nagar,,,,Driver asked to cancel,,,920,,9,,
2024-07-06 12:54:00,12:54:00,CNR9986829104,Success,CID662746,eBike,Richmond Town,Sahakar Nagar,22.0,77.0,,,No,,360,Wallet,30,4.7,3.1
2024-07-06 12:54:00,12:54:00,CNR7023672996,Success,CID890485,Bike,Sahakar Nagar,Jayanagar,99.0,118.0,,,No,,495,Credit Card,32,4.5,3.9
2024-07-06 12:55:00,12:55:00,CNR7466532752,Success,CID462663,Prime Sedan,RT Nagar,Indiranagar,256.0,112.0,,,No,,1151,UPI,17,3.8,3.7
2024-07-06 12:56:00,12:56:00,CNR4133729667,Success,CID730414,Auto,Vijayanagar,JP Nagar,248.0,56.0,,,No,,1265,UPI,36,4.2,3.8
2024-07-06 12:57:00,12:57:00,CNR5755821030,Canceled by Driver,CID608785,Prime SUV,Vijayanagar,BTM Layout,,,,The driver was not moving towards pickup,,,294,,0,,
2024-07-06 12:57:00,12:57:00,CNR9678816709,Canceled by Driver,CID953802,Prime SUV,Koramangala,Tumkur Road,,,,Personal & Car related issue,,,244,,25,,
2024-07-06 12:58:00,12:58:00,CNR8313967551,Success,CID465395,Uber Premier,Varthur,BTM Layout,257.0,45.0,,,No,,574,Wallet,24,3.9,4.3
2024-07-06 12:58:00,12:58:00,CNR4802305258,Canceled by Driver,CID663928,Prime SUV,Tumkur Road,Magadi Road,,,,Wrong Address,,,278,,13,,
2024-07-06 12:58:00,12:58:00,CNR2884974093,Canceled by Driver,CID980867,Bike,Rajajinagar,Chamarajpet,,,,Driver asked to cancel,,,609,,45,,
2024-07-06 12:59:00,12:59:00,CNR8430539479,Success,CID114348,Uber Premier,Electronic City,Magadi Road,97.0,65.0,,,No,,621,Cash,29,4.1,4.3
